"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 07, 2016","111.81","111.84","111.84","111.80","0.55K","0.02%"
"Dec 06, 2016","111.79","111.63","111.85","111.63","68.36K","0.15%"
"Dec 05, 2016","111.62","111.64","111.64","111.62","1.19K","-0.02%"
"Dec 02, 2016","111.64","111.63","111.64","111.60","4.40K","0.07%"
"Dec 01, 2016","111.56","111.64","111.64","111.62","0.59K","-0.04%"
"Nov 30, 2016","111.60","111.57","111.60","111.57","0.15K","0.02%"
"Nov 29, 2016","111.58","111.57","111.58","111.55","0.95K","0.04%"
"Nov 28, 2016","111.54","111.56","111.56","111.52","0.61K","0.00%"
"Nov 25, 2016","111.54","111.60","111.60","111.55","0.34K","-0.03%"
"Nov 24, 2016","111.57","111.66","111.66","111.61","0.47K","-0.06%"
"Nov 23, 2016","111.64","111.70","111.70","111.64","11.08K","-0.05%"
"Nov 22, 2016","111.70","111.69","111.69","111.68","0.36K","0.04%"
"Nov 21, 2016","111.65","112.33","112.33","111.61","0.24K","0.01%"
"Nov 18, 2016","111.64","111.61","111.64","111.61","0.97K","0.03%"
"Nov 17, 2016","111.61","111.68","111.68","111.62","0.69K","-0.04%"
"Nov 16, 2016","111.65","111.67","111.67","111.63","0.83K","-0.04%"
"Nov 15, 2016","111.69","111.69","111.71","111.66","3.93K","0.08%"
"Nov 14, 2016","111.60","111.64","111.64","111.57","0.91K","-0.04%"
"Nov 11, 2016","111.65","111.74","111.75","111.67","0.75K","-0.12%"
"Nov 10, 2016","111.78","111.91","111.91","111.85","0.68K","-0.10%"
"Nov 09, 2016","111.89","111.93","111.93","111.85","0.17K","-0.02%"
"Nov 08, 2016","111.91","111.91","111.91","111.87","8.55K","0.01%"
"Nov 07, 2016","111.90","111.84","111.92","111.84","0.89K","0.03%"
"Nov 04, 2016","111.87","111.87","111.87","111.87","0.07K","-0.02%"
"Nov 03, 2016","111.89","111.87","111.90","111.83","3.17K","0.04%"
"Nov 02, 2016","111.85","111.81","111.83","111.81","0.27K","0.05%"
"Nov 01, 2016","111.79","111.81","111.81","111.81","0.39K","-0.04%"
"Oct 31, 2016","111.83","111.80","111.83","111.78","1.87K","0.01%"
"Oct 28, 2016","111.82","111.82","111.82","111.80","0.43K","-0.06%"
"Oct 27, 2016","111.89","111.96","111.96","111.91","0.25K","-0.06%"
"Oct 26, 2016","111.96","111.99","111.99","111.99","0.18K","-0.01%"
"Oct 25, 2016","111.97","112.00","112.00","111.95","0.21K","0.04%"
"Oct 24, 2016","111.93","111.95","111.99","111.93","1.46K","-0.04%"
"Oct 21, 2016","111.97","111.99","112.00","111.93","1.31K","-0.02%"
"Oct 20, 2016","111.99","111.99","111.99","111.93","2.39K","0.02%"
"Oct 19, 2016","111.97","111.93","111.99","111.93","0.40K","0.00%"
"Oct 18, 2016","111.97","111.94","111.94","111.94","0.20K","0.03%"
"Oct 17, 2016","111.94","112.00","112.00","111.94","5.45K","-0.05%"
"Oct 14, 2016","112.00","111.95","112.01","111.95","1.82K","0.02%"
"Oct 13, 2016","111.98","112.01","112.01","112.00","0.64K","-0.02%"
"Oct 12, 2016","112.00","111.96","111.96","111.96","0.03K","-0.01%"
"Oct 11, 2016","112.01","111.96","112.04","111.96","0.16K","0.02%"
"Oct 10, 2016","111.99","112.00","112.01","112.00","0.96K","-0.01%"
"Oct 07, 2016","112.00","111.96","111.96","111.96","0.02K","-0.01%"
"Oct 06, 2016","112.01","111.99","112.05","111.99","0.22K","0.04%"
"Oct 05, 2016","111.97","112.05","112.05","111.97","0.70K","-0.04%"
"Oct 04, 2016","112.01","112.09","112.09","112.01","0.28K","-0.04%"
"Oct 03, 2016","112.06","112.00","112.02","111.96","0.11K","0.02%"
"Sep 30, 2016","112.04","111.99","112.00","111.99","13.70K","0.00%"
"Sep 29, 2016","112.04","112.01","112.05","112.01","0.05K","-0.04%"
"Sep 28, 2016","112.09","112.09","112.09","112.09","0.00K","0.04%"
"Sep 27, 2016","112.04","112.06","112.06","112.06","0.16K","0.00%"
"Sep 26, 2016","112.04","112.01","112.06","112.00","1.31K","0.01%"
"Sep 23, 2016","112.03","112.02","112.07","112.01","4.38K","-0.04%"
"Sep 22, 2016","112.08","112.00","112.08","112.00","10.84K","0.07%"
"Sep 21, 2016","112.00","112.01","112.02","112.01","0.20K","0.00%"
"Sep 20, 2016","112.00","111.97","112.01","111.97","0.31K","0.02%"
"Sep 19, 2016","111.98","111.93","111.93","111.93","0.00K","0.03%"
"Sep 15, 2016","111.95","111.96","111.97","111.96","0.08K","0.05%"
"Sep 14, 2016","111.89","111.89","111.96","111.89","4.43K","-0.03%"
"Sep 13, 2016","111.92","111.96","111.96","111.90","0.26K","-0.01%"
"Sep 12, 2016","111.93","111.89","111.89","111.88","0.09K","-0.02%"
"Sep 09, 2016","111.95","111.96","112.02","111.95","1.49K","-0.06%"
"Sep 08, 2016","112.02","112.04","112.04","112.04","0.33K","-0.05%"
"Sep 07, 2016","112.08","111.90","112.10","111.90","6.94K","0.02%"
"Sep 06, 2016","112.06","112.06","112.06","112.06","0.01K","0.04%"
"Sep 05, 2016","112.01","111.96","111.96","111.96","0.26K","0.02%"
"Sep 02, 2016","111.99","112.02","112.02","112.01","0.88K","0.02%"
"Sep 01, 2016","111.97","111.99","112.03","111.99","0.57K","-0.08%"
"Aug 29, 2016","112.06","112.02","112.02","112.02","0.02K","0.00%"
"Aug 25, 2016","112.06","112.00","112.09","112.00","0.14K","0.00%"
"Aug 24, 2016","112.06","112.08","112.08","112.01","0.42K","-0.04%"
"Aug 23, 2016","112.10","112.01","112.10","112.01","3.69K","0.05%"
"Aug 22, 2016","112.04","112.01","112.08","112.01","0.36K","0.01%"
"Aug 19, 2016","112.03","112.06","112.06","112.06","0.18K","-0.01%"
"Aug 18, 2016","112.04","112.06","112.06","112.06","0.08K","0.02%"
"Aug 17, 2016","112.02","111.98","111.98","111.98","0.07K","0.01%"
"Aug 16, 2016","112.01","112.00","112.07","112.00","1.17K","-0.02%"
"Aug 12, 2016","112.03","112.06","112.06","111.99","0.55K","-0.02%"
"Aug 11, 2016","112.05","112.07","112.07","111.97","0.59K","0.01%"
"Aug 10, 2016","112.04","112.07","112.07","112.07","0.45K","0.07%"
"Aug 09, 2016","111.96","112.04","112.04","111.96","0.24K","-0.06%"
"Aug 08, 2016","112.03","112.05","112.06","112.05","7.65K","0.00%"
"Aug 04, 2016","112.03","112.04","112.04","111.99","0.44K","0.03%"
"Aug 03, 2016","112.00","111.96","112.03","111.96","0.98K","0.07%"
"Aug 02, 2016","111.92","112.15","112.15","111.92","0.29K","-0.08%"
"Aug 01, 2016","112.01","111.41","112.09","111.41","0.08K","0.00%"
"Jul 29, 2016","112.01","111.99","112.06","111.99","0.90K","0.10%"
